5.1453,1.7748,2.9082,1.4501
5.1453,2.9181,8.2317,5.8247
5.373,3.7059,5.1294,3.7038
5.3825,3.7843,2.9906,3.0598
5.3636,3.6264,4.6573,2.5505
5.373,4.9667,5.8158,4.6123
5.3541,4.0917,5.5778,2.7785
5.3825,3.5358,7.7231,5.5452
4.7456,3.0915,6.6958,3.2033
4.6215,2.8673,0.34738,-1.7418
4.6406,1.8706,5.9797,4.3561
4.9742,2.2815,4.7763,2.3898
5.1643,2.0277,4.5589,1.606
5.5245,1.4888,4.2481,1.5521
6.0813,3.8026,5.4322,3.282
6.3163,3.0776,4.3886,1.6722
6.2693,3.5543,5.7301,2.71
5.4488,2.128,7.0369,4.4531
4.2389,1.591,5.6084,3.6294
3.4401,2.6784,3.0947,2.8477
2.1076,1.4993,5.3914,3.1974
1.7152,0.34365,7.1601,4.4939
1.7349,-2.0964,6.6892,4.5837
1.725,-0.89171,6.7472,3.9726
1.4297,-1.0976,3.1061,-1.1235
1.2423,-2.7733,5.7043,3.1744
1.2423,0.18707,7.2258,5.2513
1.0148,-2.4131,1.9145,-1.6042
0.99503,-1.4207,7.8467,5.4293
0.99503,-2.5475,3.5785,1.8995
1.0049,-2.2611,6.2106,2.0876
1.4199,-1.6962,8.1175,5.0512
1.9312,-1.5971,5.0641,2.0397
2.44,-0.055889,10.238,7.0409
2.8976,-0.2195,7.4241,2.3128
3.4015,-2.0277,7.4966,2.9398
3.9028,0.19328,10.315,7.701
4.3538,2.006,6.5596,2.3613
4.7933,1.037,5.9683,2.1113
5.1168,1.6203,8.9223,7.0301
5.1073,5.5269,9.2274,5.7724
5.1168,0.6014,3.9179,0.099357
5.1168,1.2655,3.0106,0.079418
4.9457,2.0155,2.3371,-1.3278
4.4017,-0.34546,5.7955,2.1744
3.1305,-0.86461,3.392,-0.38064
2.0587,-3.0467,4.7025,1.806
1.9214,-2.7213,0.56513,2.7106
0.5087,6.644,4.6304,6.4272
0.17984,2.4614,3.0527,0.42337
0.17984,-1.8839,7.6046,5.3518
0.14989,-2.9712,7.5377,3.3576
0.11993,-2.742,4.6177,0.93177
0.12992,-1.5722,3.6164,2.7358
0.18982,-0.58824,6.2169,4.12
0.18982,-1.4276,5.3611,1.7794
0.18982,-2.4251,6.3726,3.679
0.14989,-3.2602,6.5513,4.5526
0.08996,-4.2062,6.1697,4.7497
0.079968,-2.3607,3.5256,2.7558
0.069976,-1.7344,3.3959,1.8393
0.09995,-2.5947,3.24,1.7929
0.14989,-1.4289,5.8899,2.853
0.1399,-1.6101,5.7509,3.7457
0.15987,-2.427,4.4176,1.2337
